
 HC AEROSOL PARAMETERS

    Z        AERSOL     RPAR      RFRAC      WFALL     TAUSED    TAUEDD    TAUC      CONVER
  1.525E+06 9.780E-03 1.300E-07 1.300E-07 1.178E-05 4.417E+10 5.888E+07 3.156E+11 5.457E+01
  1.625E+06 1.337E-02 1.300E-07 1.300E-07 1.427E-05 3.614E+10 6.644E+07 2.320E+11 5.457E+01
  1.725E+06 1.676E-02 1.300E-07 1.300E-07 1.731E-05 2.950E+10 6.681E+07 1.860E+11 5.457E+01
  1.825E+06 1.961E-02 1.300E-07 1.300E-07 2.104E-05 2.402E+10 6.547E+07 1.598E+11 5.457E+01
  1.925E+06 2.181E-02 1.300E-07 1.300E-07 2.562E-05 1.951E+10 6.097E+07 1.444E+11 5.457E+01
  2.025E+06 2.315E-02 1.300E-07 1.300E-07 3.128E-05 1.581E+10 5.317E+07 1.368E+11 5.457E+01
  2.125E+06 2.368E-02 1.300E-07 1.300E-07 3.827E-05 1.278E+10 4.691E+07 1.345E+11 5.457E+01
  2.225E+06 2.357E-02 1.300E-07 1.300E-07 4.693E-05 1.031E+10 4.037E+07 1.358E+11 5.457E+01
  2.325E+06 2.294E-02 1.300E-07 1.300E-07 5.768E-05 8.301E+09 3.473E+07 1.403E+11 5.457E+01
  2.425E+06 2.195E-02 1.300E-07 1.300E-07 7.104E-05 6.668E+09 2.992E+07 1.474E+11 5.457E+01
  2.525E+06 2.071E-02 1.300E-07 1.300E-07 8.769E-05 5.346E+09 2.586E+07 1.570E+11 5.457E+01
  2.625E+06 1.934E-02 1.300E-07 1.300E-07 1.085E-04 4.283E+09 2.271E+07 1.690E+11 5.457E+01
  2.725E+06 1.790E-02 1.300E-07 1.300E-07 1.343E-04 3.431E+09 2.005E+07 1.832E+11 5.457E+01
  2.825E+06 1.645E-02 1.300E-07 1.300E-07 1.666E-04 2.750E+09 1.750E+07 2.000E+11 5.457E+01
  2.925E+06 1.506E-02 1.300E-07 1.300E-07 2.069E-04 2.203E+09 1.597E+07 2.191E+11 5.457E+01
  3.025E+06 1.379E-02 1.300E-07 1.300E-07 2.573E-04 1.759E+09 1.431E+07 2.401E+11 5.457E+01
  3.125E+06 1.260E-02 1.300E-07 1.300E-07 3.206E-04 1.398E+09 1.255E+07 2.639E+11 5.457E+01
  3.225E+06 1.150E-02 1.300E-07 1.300E-07 4.006E-04 1.106E+09 1.128E+07 2.908E+11 5.457E+01
  3.325E+06 1.048E-02 1.300E-07 1.300E-07 5.019E-04 8.727E+08 1.010E+07 3.210E+11 5.457E+01
  3.425E+06 9.520E-03 1.300E-07 1.300E-07 6.303E-04 6.874E+08 8.939E+06 3.554E+11 5.457E+01
  3.525E+06 8.613E-03 1.300E-07 1.300E-07 7.933E-04 5.411E+08 8.010E+06 3.947E+11 5.457E+01
  3.625E+06 7.750E-03 1.300E-07 1.300E-07 9.996E-04 4.265E+08 6.990E+06 4.401E+11 5.457E+01
  3.725E+06 6.928E-03 1.300E-07 1.300E-07 1.260E-03 3.375E+08 6.234E+06 4.930E+11 5.457E+01
  3.825E+06 6.168E-03 1.300E-07 1.300E-07 1.586E-03 2.687E+08 5.677E+06 5.531E+11 5.457E+01
  3.925E+06 5.472E-03 1.300E-07 1.300E-07 1.992E-03 2.156E+08 5.123E+06 6.210E+11 5.457E+01
  4.025E+06 4.854E-03 1.300E-07 1.300E-07 2.496E-03 1.738E+08 4.705E+06 6.965E+11 5.457E+01
  4.125E+06 4.322E-03 1.300E-07 1.300E-07 3.119E-03 1.406E+08 4.368E+06 7.782E+11 5.457E+01
  4.225E+06 3.866E-03 1.300E-07 1.300E-07 3.891E-03 1.137E+08 3.993E+06 8.661E+11 5.457E+01
  4.325E+06 3.469E-03 1.300E-07 1.300E-07 4.847E-03 9.186E+07 3.604E+06 9.622E+11 5.457E+01
  4.425E+06 3.117E-03 1.300E-07 1.300E-07 6.034E-03 7.406E+07 3.221E+06 1.069E+12 5.457E+01
  4.525E+06 2.808E-03 1.300E-07 1.300E-07 7.509E-03 5.963E+07 2.993E+06 1.185E+12 5.457E+01
  4.625E+06 2.529E-03 1.300E-07 1.300E-07 9.342E-03 4.801E+07 2.646E+06 1.315E+12 5.457E+01
  4.725E+06 2.272E-03 1.300E-07 1.300E-07 1.161E-02 3.870E+07 2.406E+06 1.462E+12 5.457E+01
  4.825E+06 2.040E-03 1.300E-07 1.300E-07 1.443E-02 3.126E+07 2.211E+06 1.626E+12 5.457E+01
  4.925E+06 1.832E-03 1.300E-07 1.300E-07 1.791E-02 2.528E+07 2.009E+06 1.807E+12 5.457E+01
  5.025E+06 1.645E-03 1.300E-07 1.300E-07 2.221E-02 2.046E+07 1.842E+06 2.009E+12 5.457E+01
  5.125E+06 1.479E-03 1.300E-07 1.300E-07 2.752E-02 1.656E+07 1.702E+06 2.231E+12 5.457E+01
  5.225E+06 1.330E-03 1.300E-07 1.300E-07 3.408E-02 1.341E+07 1.572E+06 2.476E+12 5.457E+01
  5.325E+06 1.197E-03 1.300E-07 1.300E-07 4.218E-02 1.087E+07 1.447E+06 2.749E+12 5.457E+01
  5.425E+06 1.075E-03 1.300E-07 1.300E-07 5.215E-02 8.823E+06 1.323E+06 3.054E+12 5.457E+01
  5.525E+06 9.641E-04 1.300E-07 1.300E-07 6.443E-02 7.165E+06 1.197E+06 3.399E+12 5.457E+01
  5.625E+06 8.639E-04 1.300E-07 1.300E-07 7.959E-02 5.806E+06 1.067E+06 3.792E+12 5.457E+01
  5.725E+06 7.730E-04 1.300E-07 1.300E-07 9.838E-02 4.683E+06 9.359E+05 4.244E+12 5.457E+01
  5.825E+06 6.878E-04 1.300E-07 1.300E-07 1.217E-01 3.771E+06 8.128E+05 4.779E+12 5.457E+01
  5.925E+06 6.066E-04 1.300E-07 1.300E-07 1.506E-01 3.044E+06 7.052E+05 5.422E+12 5.457E+01
  6.025E+06 5.316E-04 1.300E-07 1.300E-07 1.863E-01 2.460E+06 6.109E+05 6.187E+12 5.457E+01
  6.125E+06 4.635E-04 1.300E-07 1.300E-07 2.305E-01 1.989E+06 5.280E+05 7.097E+12 5.457E+01
  6.225E+06 4.022E-04 1.300E-07 1.300E-07 2.851E-01 1.608E+06 4.560E+05 8.178E+12 5.457E+01
  6.325E+06 3.475E-04 1.300E-07 1.300E-07 3.526E-01 1.300E+06 3.941E+05 9.466E+12 5.457E+01
  6.425E+06 2.990E-04 1.300E-07 1.300E-07 4.361E-01 1.051E+06 3.411E+05 1.100E+13 5.457E+01
  6.525E+06 2.563E-04 1.300E-07 1.300E-07 5.394E-01 8.499E+05 2.960E+05 1.283E+13 5.457E+01
  6.625E+06 2.189E-04 1.300E-07 1.300E-07 6.670E-01 6.873E+05 2.575E+05 1.502E+13 5.457E+01
  6.725E+06 1.864E-04 1.300E-07 1.300E-07 8.248E-01 5.558E+05 2.248E+05 1.765E+13 5.457E+01
  6.825E+06 1.583E-04 1.300E-07 1.300E-07 1.020E+00 4.495E+05 2.101E+05 2.078E+13 5.457E+01
  6.925E+06 1.345E-04 1.300E-07 1.300E-07 1.261E+00 3.636E+05 2.101E+05 2.445E+13 5.457E+01
  7.025E+06 1.142E-04 1.300E-07 1.300E-07 1.559E+00 2.941E+05 2.101E+05 2.879E+13 5.457E+01
  7.125E+06 9.613E-05 1.300E-07 1.300E-07 1.927E+00 2.379E+05 2.101E+05 3.421E+13 5.457E+01
  7.225E+06 7.896E-05 1.300E-07 1.300E-07 2.382E+00 1.924E+05 2.101E+05 4.165E+13 5.457E+01
  7.325E+06 6.224E-05 1.300E-07 1.300E-07 2.944E+00 1.557E+05 2.101E+05 5.285E+13 5.457E+01
  7.425E+06 4.655E-05 1.300E-07 1.300E-07 3.639E+00 1.260E+05 2.101E+05 7.065E+13 5.457E+01
  7.525E+06 3.289E-05 1.300E-07 1.300E-07 4.498E+00 1.019E+05 2.101E+05 1.000E+14 5.457E+01
  7.625E+06 2.189E-05 1.300E-07 1.300E-07 5.558E+00 8.248E+04 2.101E+05 1.502E+14 5.457E+01
  7.725E+06 1.374E-05 1.300E-07 1.300E-07 6.868E+00 6.674E+04 2.101E+05 2.394E+14 5.457E+01
  7.825E+06 8.162E-06 1.300E-07 1.300E-07 8.487E+00 5.401E+04 2.101E+05 4.030E+14 5.457E+01
  7.925E+06 4.630E-06 1.300E-07 1.300E-07 1.049E+01 4.372E+04 2.101E+05 7.104E+14 5.457E+01
  8.025E+06 2.538E-06 1.300E-07 1.300E-07 1.296E+01 3.538E+04 2.101E+05 1.296E+15 5.457E+01
  8.125E+06 1.355E-06 1.300E-07 1.300E-07 1.601E+01 2.864E+04 2.101E+05 2.428E+15 5.457E+01
  8.225E+06 6.989E-07 1.300E-07 1.300E-07 1.977E+01 2.319E+04 2.101E+05 4.706E+15 5.457E+01
  8.325E+06 3.400E-07 1.300E-07 1.300E-07 2.442E+01 1.877E+04 2.101E+05 9.674E+15 5.457E+01
  8.425E+06 1.506E-07 1.300E-07 1.300E-07 3.017E+01 1.520E+04 2.101E+05 2.184E+16 5.457E+01
  8.525E+06 5.925E-08 1.300E-07 1.300E-07 3.726E+01 1.230E+04 2.101E+05 5.551E+16 5.457E+01
  8.625E+06 2.064E-08 1.300E-07 1.300E-07 4.601E+01 9.963E+03 2.101E+05 1.593E+17 5.457E+01
  8.725E+06 6.516E-09 1.300E-07 1.300E-07 5.682E+01 8.067E+03 2.101E+05 5.047E+17 5.457E+01
  8.825E+06 1.931E-09 1.300E-07 1.300E-07 7.017E+01 6.533E+03 2.101E+05 1.703E+18 5.457E+01
  8.925E+06 5.583E-10 1.300E-07 1.300E-07 8.664E+01 5.291E+03 2.101E+05 5.891E+18 5.457E+01
  9.025E+06 1.627E-10 1.300E-07 1.300E-07 1.070E+02 4.285E+03 2.101E+05 2.021E+19 5.457E+01
  9.125E+06 4.905E-11 1.300E-07 1.300E-07 1.321E+02 3.471E+03 2.101E+05 6.706E+19 5.457E+01
  9.225E+06 1.554E-11 1.300E-07 1.300E-07 1.630E+02 2.812E+03 2.101E+05 2.117E+20 5.457E+01
  9.325E+06 5.226E-12 1.300E-07 1.300E-07 2.013E+02 2.278E+03 2.101E+05 6.294E+20 5.457E+01
  9.425E+06 1.874E-12 1.300E-07 1.300E-07 2.484E+02 1.845E+03 2.101E+05 1.755E+21 5.457E+01
  9.525E+06 7.165E-13 1.300E-07 1.300E-07 3.066E+02 1.495E+03 2.101E+05 4.590E+21 5.457E+01
  9.625E+06 2.900E-13 1.300E-07 1.300E-07 3.784E+02 1.211E+03 2.101E+05 1.134E+22 5.457E+01
  9.725E+06 1.216E-13 1.300E-07 1.300E-07 4.671E+02 9.815E+02 2.101E+05 2.705E+22 5.457E+01
  9.825E+06 4.991E-14 1.300E-07 1.300E-07 5.764E+02 7.954E+02 2.101E+05 6.589E+22 5.457E+01
  9.925E+06 1.698E-14 1.300E-07 1.300E-07 7.112E+02 6.446E+02 2.101E+05 1.937E+23 5.457E+01
